file_name,predict,predictor_type,layers,nodes,activation,optimizer,loss_function,epochs,batch_size,weighted,loss,accuracy
1574151625.0,rating,log_regression,,,,,,,,True,,0.5006100040666938
1574151731.0,rating,log_regression,,,,,,,,False,,0.5648637657584384
1574152475.0,rating,neural_net,1.0,2.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,0.530707645799242,0.8717365264892578
1574152570.0,rating,neural_net,1.0,4.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,0.7626908575315309,0.8631964325904846
1574152664.0,rating,neural_net,1.0,8.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.1586043987879184,0.8580724000930786
1574152764.0,rating,neural_net,1.0,16.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,2.9846827939255736,0.7816997766494751
1574152877.0,rating,neural_net,1.0,32.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,2.123928355899173,0.8618950247764587
1574153072.0,rating,neural_net,1.0,64.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,2.081760737894996,0.7104513645172119
1574153451.0,rating,neural_net,1.0,128.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.5934188622873748,0.8091092705726624
1574153924.0,rating,neural_net,1.0,256.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.508366072842046,0.8044732213020325
1574154146.0,rating,neural_net,2.0,2.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,3.084989786148072,0.799999475479126
1574154364.0,rating,neural_net,2.0,4.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,0.5318403640090086,0.8691338896751404
1574154599.0,rating,neural_net,2.0,8.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,3.5828815217229493,0.6662058830261229
1574154834.0,rating,neural_net,2.0,16.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,3.1961778927353546,0.7786905169487
1574155067.0,rating,neural_net,2.0,32.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.4749875334328195,0.8174052834510803
1574155260.0,rating,neural_net,2.0,64.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.925183704103964,0.776657223701477
1574155458.0,rating,neural_net,2.0,128.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,3.084989786148072,0.799999475479126
1574155775.0,rating,neural_net,2.0,256.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.7207381349116042,0.8021146059036255
1574156008.0,rating,neural_net,3.0,2.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,4.868214499228075,0.6309069991111755
1574156242.0,rating,neural_net,3.0,4.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.3263149677907222,0.8680763840675354
1574156479.0,rating,neural_net,3.0,8.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,3.019340306774976,0.7864174246788025
1574156720.0,rating,neural_net,3.0,16.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.7536393312382088,0.8113054037094116
1574156957.0,rating,neural_net,3.0,32.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.7902314980954066,0.7893451452255249
1574157168.0,rating,neural_net,3.0,64.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.9538317433020207,0.7813745737075806
1574157398.0,rating,neural_net,3.0,128.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.9855591798032288,0.7670598030090332
1574157687.0,rating,neural_net,3.0,256.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.8842330549053181,0.7913785576820374
1574157808.0,rating,neural_net,4.0,2.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,3.2375503772155403,0.7284260392189026
1574157935.0,rating,neural_net,4.0,4.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,0.6949455014158431,0.8675884008407593
1574158058.0,rating,neural_net,4.0,8.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,1.453851680098243,0.8645792007446289
1574158189.0,rating,neural_net,4.0,16.0,relu/sigmoid,adam,binary_crossentropy,50.0,32.0,False,2.825595249631338,0.7725090980529785
